state,middate,daysleft,pollster,clinton,trump
TX,8/8/16,92,Dixie Strategies,35.46,46.27
TX,10/31/16,8,SurveyMonkey,42,47
TX,9/30/16,39,Dixie Strategies,37.95,44.87
UT,8/13/16,87,Google Consumer Surveys,22.75,27.5
UT,9/30/16,39,Google Consumer Surveys,28.64,34.24
UT,10/17/16,22,Google Consumer Surveys,26.62,21.68
UT,10/13/16,26,YouGov,20,37
UT,9/19/16,50,Ipsos,34.26,49.55
UT,11/4/16,4,Trafalgar Group,29.52,39.95
UT,10/15/16,24,Rasmussen Reports/Pulse Opinion Research,28,30
UT,10/23/16,16,Dan Jones & Associates,24,32
UT,8/20/16,80,Google Consumer Surveys,22.29,32.4
UT,10/29/16,10,SurveyMonkey,30,34
UT,6/5/16,156,SurveyUSA,35,35
UT,10/9/16,30,Google Consumer Surveys,22.8,22.6
UT,10/31/16,8,SurveyMonkey,30,33
UT,5/31/16,161,Gravis Marketing,26,29
UT,9/10/16,59,Google Consumer Surveys,24.76,33.02
UT,10/22/16,17,SurveyMonkey,29,32
UT,8/22/16,78,Ipsos,34.14,34.92
UT,11/2/16,6,SurveyMonkey,31,34
UT,11/2/16,6,Y2 Analytics,24,33
UT,10/12/16,27,Google Consumer Surveys,15.11,21.41
UT,9/12/16,57,Ipsos,31.24,47.96
UT,10/21/16,18,SurveyMonkey,28,33
UT,3/11/16,242,Dan Jones & Associates,38,36
UT,10/11/16,28,Monmouth University,28,34
UT,12/11/15,333,Dan Jones & Associates,28,33
UT,10/30/16,9,SurveyMonkey,30,33
UT,9/5/16,64,Dan Jones & Associates,24,39
UT,10/28/16,11,SurveyMonkey,30,33
UT,10/23/16,16,Rasmussen Reports/Pulse Opinion Research,28,32
UT,9/5/16,64,Ipsos,28.65,47.72
UT,11/4/16,4,SurveyMonkey,31,34
UT,11/4/16,4,Google Consumer Surveys,21.33,35.05
UT,10/3/16,36,Ipsos,35,41.45
UT,8/15/16,85,Ipsos,33.67,38.53
UT,9/17/16,52,Google Consumer Surveys,27.93,24.07
UT,10/20/16,19,YouGov,23.7,32.8
UT,10/28/16,11,Google Consumer Surveys,28.18,29.39
UT,10/22/16,17,Google Consumer Surveys,32.77,25.2
UT,10/30/16,9,Rasmussen Reports/Pulse Opinion Research,31,42
UT,10/27/16,12,SurveyMonkey,30,33
UT,8/20/16,80,SurveyMonkey,27,34
UT,9/26/16,43,Ipsos,32.94,47.94
UT,3/29/16,224,Dan Jones & Associates,38,38
UT,10/30/16,9,Gravis Marketing,29,35
UT,11/4/16,4,YouGov,23,40
UT,11/1/16,7,SurveyMonkey,30,34
UT,11/1/16,7,Emerson College,19.6,39.8
UT,10/27/16,12,Ipsos,32.9,39.66
UT,10/24/16,15,SurveyMonkey,30,33
UT,9/23/16,46,Google Consumer Surveys,21.91,32.4
UT,7/26/16,105,Dan Jones & Associates,25,37
UT,10/10/16,29,Ipsos,29.5,40.87
UT,10/18/16,21,Emerson College,24,27
UT,8/8/16,92,Ipsos,32.54,43.61
UT,8/27/16,73,Google Consumer Surveys,25.94,27.88
UT,6/12/16,149,Dan Jones & Associates,27,36
UT,9/3/16,66,Google Consumer Surveys,20.3,27.92
UT,8/29/16,71,Ipsos,28.6,46.23
UT,10/10/16,29,Y2 Analytics,26,26
UT,10/17/16,22,Ipsos,30.54,44.17
UT,8/20/16,80,Public Policy Polling,24,39
UT,10/31/16,8,Monmouth University,31,37
UT,10/6/16,33,Google Consumer Surveys,30.37,33.91
UT,5/6/16,186,Dan Jones & Associates,30,43
UT,9/15/16,54,Dan Jones & Associates,25,34
UT,10/15/16,24,Dan Jones & Associates,25,30
VA,9/9/16,60,University of Mary Washington,40,37
VA,9/30/16,39,Google Consumer Surveys,40.86,27
VA,9/22/16,47,YouGov,45,37
VA,7/26/16,105,RABA Research,42,46
VA,8/20/16,80,SurveyMonkey,43,36
VA,10/30/16,9,SurveyMonkey,48,40
VA,8/7/16,93,Marist College,43,31
VA,2/20/16,262,Hampton University,48,39
VA,9/22/16,47,Ipsos,48.26,40.35
VA,11/3/16,5,Christopher Newport University,48,42
VA,10/13/16,26,Tarrance Group,47,38
VA,10/21/16,18,Remington,48,43
VA,9/19/16,50,Ipsos,46.54,40.04
VA,10/28/16,11,ABC News/Washington Post,48,42
VA,11/4/16,4,Hampton University,45,41
VA,10/30/16,9,Ipsos,48.05,42.13
VA,8/31/16,69,Emerson College,44,43
VA,9/10/16,59,Google Consumer Surveys,37.17,31.32
VA,10/27/16,12,SurveyMonkey,48,39
VA,9/17/16,52,Quinnipiac University,45,39
VA,8/13/16,87,Google Consumer Surveys,40.29,25.98
VA,9/30/16,39,Hampton University,46,34
VA,8/12/16,88,Roanoke College,48,32
VA,8/12/16,88,Quinnipiac University,45,34
VA,10/28/16,11,SurveyMonkey,48,38
VA,10/17/16,22,Google Consumer Surveys,40.71,31.13
VA,7/10/16,121,Fox News/Anderson Robbins Research/Shaw & Company Research,39,34
VA,10/29/16,10,Emerson College,49,45
VA,11/2/16,6,SurveyMonkey,49,39
VA,10/20/16,19,Ipsos,48.11,39.3
VA,10/12/16,27,SurveyMonkey,49,38
VA,10/22/16,17,SurveyMonkey,48,39
VA,8/3/16,97,YouGov,49,37
VA,11/4/16,4,Google Consumer Surveys,39.32,31.71
VA,10/20/16,19,YouGov,46.1,37
VA,8/25/16,75,Ipsos,50.06,36.87
VA,11/3/16,5,Ipsos,45.9,41.11
VA,8/18/16,82,Ipsos,47.58,36.67
VA,5/13/16,179,Roanoke College,38,38
VA,7/8/16,123,Marist College,41,34
VA,10/31/16,8,SurveyMonkey,48,40
VA,10/6/16,33,Ipsos,49.22,38.8
VA,10/28/16,11,Hampton University,41,44
VA,11/1/16,7,Remington,46,44
VA,11/2/16,6,Gravis Marketing,47,42
VA,10/12/16,27,Google Consumer Surveys,40.76,28.22
VA,10/24/16,15,Christopher Newport University,46,39
VA,3/28/16,225,Christopher Newport University,44,35
VA,10/29/16,10,SurveyMonkey,49,39
VA,9/12/16,57,Ipsos,47.35,37.51
VA,9/28/16,41,Christopher Newport University,42,35
VA,10/12/16,27,Christopher Newport University,44,29
VA,10/22/16,17,Google Consumer Surveys,43.11,31.39
VA,9/15/16,54,Roanoke College,44,37
VA,8/20/16,80,Google Consumer Surveys,36.24,28.95
VA,9/17/16,52,Google Consumer Surveys,36.26,36.84
VA,5/24/16,168,Gravis Marketing,44,38
VA,8/12/16,88,ABC News/Washington Post,46,39
VA,10/30/16,9,Roanoke College,45,38
VA,11/11/15,363,Roanoke College,50,36
VA,10/26/16,13,Roanoke College,50,32
VA,10/11/16,28,Emerson College,46,43
VA,8/11/16,89,Ipsos,45.18,39.02
VA,10/23/16,16,Quinnipiac University,50,38
VA,9/1/16,68,Ipsos,50.38,37.08
VA,11/4/16,4,SurveyMonkey,49,41
VA,9/19/16,50,Christopher Newport University,39,33
VA,10/17/16,22,Christopher Newport University,45,33
VA,10/24/16,15,SurveyMonkey,49,39
VA,11/3/16,5,Public Policy Polling,48,43
VA,10/31/16,8,Ipsos,48.83,41.92
VA,9/10/16,59,Public Policy Polling,45,39
VA,10/17/16,22,The Times-Picayune/Lucid,43,38
VA,7/8/16,123,Hampton University,38.8,39.2
VA,10/13/16,26,Ipsos,49.04,37.04
VA,11/1/16,7,SurveyMonkey,49,39
VA,10/4/16,35,Roanoke College,45,36
VA,9/23/16,46,Google Consumer Surveys,40.36,32.04
VA,10/6/16,33,Google Consumer Surveys,34.05,36.57
VA,10/26/16,13,Winthrop University,44,39
VA,9/3/16,66,Google Consumer Surveys,36.11,29.32
VA,10/21/16,18,SurveyMonkey,48,39
VA,9/27/16,42,Public Policy Polling,46,40
VA,10/30/16,9,Remington,47,43
VA,10/28/16,11,Google Consumer Surveys,38.73,33.85
VA,1/22/16,291,Roanoke College,52,35
VA,8/27/16,73,Google Consumer Surveys,38.52,29.96
VA,6/16/16,145,Evolving Strategies,43,35
VA,10/3/16,36,Ipsos,50.49,39.05
VA,6/14/16,147,Public Policy Polling,42,39
VA,8/26/16,74,Hampton University,43,41
VT,9/26/16,43,Ipsos,46.34,21.29
VT,9/30/16,39,Google Consumer Surveys,44.43,27.34
VT,10/21/16,18,SurveyMonkey,54,23
VT,10/20/16,19,YouGov,40.5,24.5
VT,10/17/16,22,Google Consumer Surveys,48.17,21.49
VT,11/2/16,6,SurveyMonkey,60,27
VT,10/6/16,33,Google Consumer Surveys,57.02,16.11
VT,10/12/16,27,Google Consumer Surveys,65.93,10.76
VT,8/27/16,73,Google Consumer Surveys,50.15,18.1
VT,10/20/16,19,Braun Research,50,22
VT,10/25/16,14,"Political Marketing International, Inc./Red Racing Horses",52,26
VT,9/10/16,59,Google Consumer Surveys,49.71,18.36
VT,10/28/16,11,Google Consumer Surveys,57.13,17.11
VT,11/4/16,4,Google Consumer Surveys,52.12,18.86
VT,10/29/16,10,SurveyMonkey,54,26
VT,6/27/16,134,"Fairbank, Maslin, Maullin, Metz & Associates",39,24
VT,10/28/16,11,SurveyMonkey,53,25
VT,10/24/16,15,SurveyMonkey,53,25
VT,9/17/16,52,Google Consumer Surveys,43.99,18.62
VT,8/13/16,87,Google Consumer Surveys,59.87,9.46
VT,11/1/16,7,SurveyMonkey,59,25
VT,7/17/16,114,Castleton University,39,17
VT,10/22/16,17,SurveyMonkey,53,24
VT,8/20/16,80,SurveyMonkey,45,24
VT,10/22/16,17,Google Consumer Surveys,55.01,14.83
VT,9/3/16,66,Emerson College,47,26
VT,10/6/16,33,Castleton University,45,17
VT,10/31/16,8,SurveyMonkey,57,24
VT,9/3/16,66,Google Consumer Surveys,43.01,12.63
VT,10/27/16,12,SurveyMonkey,51,25
VT,11/4/16,4,SurveyMonkey,61,25
VT,10/30/16,9,Ipsos,48.27,23.4
VT,8/20/16,80,Google Consumer Surveys,42.83,11.42
VT,10/30/16,9,SurveyMonkey,55,24
VT,9/23/16,46,Google Consumer Surveys,48.29,28.19
WA,8/20/16,80,Google Consumer Surveys,43.11,24.38
WA,8/18/16,82,Ipsos,49.27,32.57
WA,10/21/16,18,SurveyMonkey,51,34
WA,10/27/16,12,SurveyMonkey,53,34
WA,11/1/16,7,SurveyUSA,50,38
WA,9/3/16,66,Google Consumer Surveys,41.52,25.56
WA,10/28/16,11,Google Consumer Surveys,43.73,26.69
WA,9/22/16,47,Ipsos,48.94,35.28
WA,9/1/16,68,Ipsos,45.05,37.02
WA,10/13/16,26,Ipsos,46.14,42.36
WA,10/27/16,12,Ipsos,46.71,38.33
WA,8/20/16,80,SurveyMonkey,41,31
WA,9/26/16,43,Emerson College,44.2,38.4
WA,10/30/16,9,SurveyMonkey,54,34
WA,9/23/16,46,Google Consumer Surveys,42.92,25.27
WA,8/27/16,73,Google Consumer Surveys,40.49,26.91
WA,10/12/16,27,Google Consumer Surveys,43.16,26.71
WA,8/25/16,75,Ipsos,45.38,35.41
WA,9/10/16,59,Google Consumer Surveys,43.87,24.3
WA,10/21/16,18,Elway Research,48,31
WA,8/11/16,89,Elway Research,45,24
WA,10/22/16,17,Google Consumer Surveys,45.25,28.98
WA,10/29/16,10,SurveyMonkey,54,34
WA,11/4/16,4,Google Consumer Surveys,42.67,30.43
WA,9/8/16,61,Ipsos,46.81,36.92
WA,10/20/16,19,YouGov,47.4,31.7
WA,9/15/16,54,Ipsos,49.39,35.21
WA,10/17/16,22,Google Consumer Surveys,45.72,25.4
WA,11/2/16,6,SurveyMonkey,51,34
WA,8/13/16,87,Google Consumer Surveys,43.08,27.17
WA,10/9/16,30,YouGov,53,39
WA,8/11/16,89,Ipsos,45.35,33.48
WA,10/24/16,15,SurveyMonkey,52,34
WA,10/6/16,33,Google Consumer Surveys,45.5,27.99
WA,9/17/16,52,Google Consumer Surveys,36.97,28.2
WA,6/14/16,147,Public Policy Polling,49,37
WA,10/27/16,12,Ipsos,46.44,39.43
WA,10/22/16,17,SurveyMonkey,51,34
WA,11/4/16,4,SurveyMonkey,51,33
WA,9/30/16,39,Google Consumer Surveys,45.41,24.67
WA,10/31/16,8,SurveyMonkey,53,34
WA,9/13/16,56,Insights West,38,28
WA,11/1/16,7,SurveyMonkey,52,34
WA,6/17/16,144,American Strategies,48,36
WA,10/20/16,19,Ipsos,46.58,37.44
WA,11/5/16,3,Insights West,51,36
WA,10/28/16,11,SurveyMonkey,53,34
WA,10/3/16,36,Ipsos,50.9,33.29
WA,10/1/16,38,Strategies 360,47,31
WA,10/6/16,33,Ipsos,46.94,37.24
WA,10/30/16,9,Ipsos,46.72,38.48
WI,8/27/16,73,Google Consumer Surveys,39.85,27.23
WI,3/21/16,232,Emerson College,47,38
WI,10/18/16,21,Public Policy Polling,50,38
WI,10/17/16,22,Google Consumer Surveys,38.22,28.86
WI,6/22/16,139,YouGov,41,36
WI,10/27/16,12,Ipsos,47.48,38.96
WI,8/5/16,95,Marquette University,47,34
WI,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),44,32
WI,10/4/16,35,Gravis Marketing,48,40
WI,11/2/16,6,SurveyMonkey,44,43
WI,10/30/16,9,SurveyMonkey,44,42
WI,10/16/16,23,Monmouth University,47,40
WI,10/31/16,8,Loras College,43.9,37.9
WI,8/26/16,74,Public Policy Polling,48,41
WI,9/15/16,54,Ipsos,41.12,41.09
WI,9/22/16,47,Ipsos,42.48,42
WI,9/23/16,46,Google Consumer Surveys,40.71,27.62
WI,10/31/16,8,SurveyMonkey,45,43
WI,8/13/16,87,Google Consumer Surveys,44.14,24.51
WI,10/6/16,33,Google Consumer Surveys,44.29,27.22
WI,10/27/16,12,Ipsos,47.18,39.99
WI,5/11/16,181,Public Opinion Strategies,43,31
WI,11/13/15,361,Marquette University,48,38
WI,3/29/16,224,Fox News/Anderson Robbins Research/Shaw & Company Research,49,35
WI,9/29/16,40,Ipsos,45.72,42.28
WI,10/30/16,9,Ipsos,45.92,39.99
WI,10/24/16,15,SurveyMonkey,43,42
WI,6/10/16,151,Marquette University,46,37
WI,10/19/16,20,McLaughlin & Associates,48,43
WI,10/28/16,11,Google Consumer Surveys,41.21,28.69
WI,3/29/16,224,Gravis Marketing,49,41
WI,10/22/16,17,Google Consumer Surveys,41.78,27.01
WI,10/7/16,32,Marquette University,44,37
WI,10/30/16,9,Remington,46,42
WI,11/4/16,4,Google Consumer Surveys,43.17,31.05
WI,10/20/16,19,Ipsos,46.75,41.62
WI,8/28/16,72,Monmouth University,43,38
WI,10/21/16,18,Remington,46,41
WI,8/26/16,74,Marquette University,41,38
WI,11/4/16,4,SurveyMonkey,44,42
WI,2/19/16,263,Marquette University,48,37
WI,10/6/16,33,Ipsos,41.56,37.39
WI,10/29/16,10,SurveyMonkey,44,42
WI,6/22/16,139,Public Policy Polling,47,39
WI,8/11/16,89,Ipsos,37.83,36.52
WI,10/27/16,12,SurveyMonkey,45,41
WI,9/30/16,39,Google Consumer Surveys,43.01,27.71
WI,10/28/16,11,SurveyMonkey,44,42
WI,3/26/16,227,Marquette University,47,37
WI,10/12/16,27,SurveyMonkey,43,38
WI,10/21/16,18,SurveyMonkey,43,41
WI,10/14/16,25,St. Norbert College,47,39
WI,10/22/16,17,SurveyMonkey,43,42
WI,10/20/16,19,YouGov,42.2,37.7
WI,7/8/16,123,Marquette University,43,37
WI,10/13/16,26,Ipsos,45.38,41.86
WI,11/1/16,7,Clarity Campaign Labs,47,43
WI,9/17/16,52,Google Consumer Surveys,42.22,24.49
WI,11/4/16,4,Gravis Marketing,47,44
WI,10/6/16,33,YouGov,43,39
WI,4/1/16,221,Emerson College,47,37
WI,10/27/16,12,Emerson College,48,42
WI,9/19/16,50,Emerson College,44.5,38.4
WI,8/20/16,80,Google Consumer Surveys,41.95,27.88
WI,8/18/16,82,Ipsos,36.15,39.27
WI,9/10/16,59,Google Consumer Surveys,37.41,27.08
WI,10/4/16,35,Loras College,43.2,34.6
WI,9/8/16,61,Ipsos,42.89,39.63
WI,8/20/16,80,SurveyMonkey,39,37
WI,1/22/16,291,Marquette University,47,38
WI,9/16/16,53,Marquette University,41,38
WI,11/1/16,7,Remington,49,41
WI,10/12/16,27,Google Consumer Surveys,42.17,27.33
WI,4/13/16,209,St. Norbert College,46,34
WI,10/31/16,8,Public Policy Polling,48,41
WI,8/25/16,75,Ipsos,37.55,38.16
WI,9/1/16,68,Ipsos,38.43,39.67
WI,10/28/16,11,Marquette University,46,40
WI,9/3/16,66,Google Consumer Surveys,40.83,29.07
WI,11/1/16,7,SurveyMonkey,44,43
WV,8/29/16,71,Ipsos,39.41,54.04
WV,8/15/16,85,Ipsos,39.49,46.86
WV,10/21/16,18,SurveyMonkey,29,61
WV,2/21/16,261,Orion Strategies,24,61
WV,8/20/16,80,Google Consumer Surveys,25.72,47.13
WV,10/28/16,11,SurveyMonkey,27,58
WV,10/28/16,11,Google Consumer Surveys,33.35,44.26
WV,10/12/16,27,Google Consumer Surveys,23.1,58.73
WV,10/14/16,25,Global Strategy Group,31,58
WV,8/8/16,92,Ipsos,38.93,48.45
WV,8/13/16,87,Google Consumer Surveys,34.34,38.67
WV,9/10/16,59,Google Consumer Surveys,36.13,35.28
WV,10/30/16,9,SurveyMonkey,27,59
WV,8/22/16,78,Ipsos,37.84,54.98
WV,10/17/16,22,Ipsos,36.53,55.79
WV,10/22/16,17,Google Consumer Surveys,24.58,47.56
WV,9/5/16,64,Ipsos,38.76,49.23
WV,10/6/16,33,Google Consumer Surveys,27.41,50.21
WV,9/26/16,43,Ipsos,36.37,55.31
WV,9/23/16,46,Google Consumer Surveys,30.64,40.3
WV,8/18/16,82,R.L. Repass & Partners,31,49
WV,10/23/16,16,Ipsos,33.94,57.74
WV,10/24/16,15,SurveyMonkey,28,61
WV,10/29/16,10,SurveyMonkey,29,55
WV,9/3/16,66,Google Consumer Surveys,22.99,52.23
WV,10/3/16,36,Ipsos,40.71,53.95
WV,9/12/16,57,Ipsos,34.55,51.74
WV,10/30/16,9,Ipsos,34.22,58.04
WV,4/30/16,192,Public Policy Polling,30,57
WV,11/1/16,7,SurveyMonkey,27,57
WV,8/20/16,80,SurveyMonkey,27,52
WV,8/27/16,73,Google Consumer Surveys,19.6,48.64
WV,10/31/16,8,SurveyMonkey,27,57
WV,9/30/16,39,Google Consumer Surveys,24.42,48.57
WV,9/17/16,52,Google Consumer Surveys,19.42,35.52
WV,10/22/16,17,SurveyMonkey,29,60
WV,11/4/16,4,SurveyMonkey,29,56
WV,11/4/16,4,Google Consumer Surveys,25.29,51.55
WV,10/27/16,12,SurveyMonkey,27,59
WV,11/2/16,6,SurveyMonkey,27,57
WV,10/27/16,12,Ipsos,34.53,58.26
WV,10/10/16,29,Ipsos,39.5,55.84
WV,9/15/16,54,Garin-Hart-Yang Research Group,28,60
WV,10/20/16,19,YouGov,25.7,54
WV,9/19/16,50,Ipsos,33.12,52.74
WV,9/9/16,60,Just Win Strategies,30,57
WV,10/17/16,22,Google Consumer Surveys,26.82,45.26
WY,10/17/16,22,Google Consumer Surveys,27.37,46.11
WY,10/22/16,17,SurveyMonkey,25,59
WY,11/1/16,7,SurveyMonkey,22,60
WY,11/4/16,4,SurveyMonkey,21,60
WY,10/28/16,11,SurveyMonkey,22,62
WY,8/20/16,80,SurveyMonkey,21,57
WY,10/29/16,10,SurveyMonkey,21,62
WY,10/28/16,11,Google Consumer Surveys,26.68,57.27
WY,11/4/16,4,Google Consumer Surveys,25.04,47.09
WY,10/22/16,17,Google Consumer Surveys,20.8,52.8
WY,10/20/16,19,YouGov,26.2,59
WY,9/17/16,52,Google Consumer Surveys,30.13,45.26
WY,10/12/16,27,Google Consumer Surveys,16.58,51.9
WY,8/27/16,73,Google Consumer Surveys,21.3,42.45
WY,9/10/16,59,Google Consumer Surveys,16.57,58.22
WY,10/27/16,12,SurveyMonkey,23,62
WY,9/3/16,66,Google Consumer Surveys,22.38,46.76
WY,8/13/16,87,Google Consumer Surveys,21.98,40.77
WY,10/30/16,9,SurveyMonkey,21,61
WY,9/23/16,46,Google Consumer Surveys,17.78,45.91
WY,10/8/16,31,University of Wyoming,20,58
WY,10/24/16,15,SurveyMonkey,24,60
WY,9/30/16,39,Google Consumer Surveys,18.8,35.07
WY,10/21/16,18,SurveyMonkey,25,59
WY,11/2/16,6,SurveyMonkey,22,58
WY,8/20/16,80,Google Consumer Surveys,26.27,41.75
WY,10/31/16,8,SurveyMonkey,21,61
WY,10/6/16,33,Google Consumer Surveys,11.04,52.74
WY,9/8/16,61,DFM Research,19,54
